gene_id	tpm_WT_1	tpm_WT_2	tpm_WT_3	tpm_TertTP53_1	tpm_TertTP53_2	tpm_TertTP53_3
ENSDARG00000003270	44.41	41.27	36.99	37.19	39.67	24.91
ENSDARG00000003281	110.74	153.99	186.33	168.29	195.51	215.69
ENSDARG00000003287	16	12.73	15.44	15.16	13.4	12.7
ENSDARG00000003290	17.76	18.73	12.94	14.45	21.29	9.06
ENSDARG00000003293	135.66	98.68	95.49	75.67	107.08	22.19
ENSDARG00000003303	3.45	3.09	4.5	7.68	5.47	7.47
ENSDARG00000003307	18.29	14.55	17.35	21.03	19.24	13.27
ENSDARG00000003308	266.44	240.55	207.79	301.45	261.28	258.39
ENSDARG00000003311	63.14	122.94	60.75	83.67	95.19	161.43
ENSDARG00000003313	0.3	0.39	0	0.18	0.09	0
ENSDARG00000003320	67.42	75.3	57.04	80.94	85.9	86.9
ENSDARG00000003326	8.71	5.98	10.2	6.89	7.84	2.1
ENSDARG00000003328	8.19	5.72	5.47	4.99	6.56	7.43
ENSDARG00000003344	0.16	0.08	0.04	0.05	0.22	0.09
ENSDARG00000003373	56.47	43.32	47.46	52.09	42.99	45.12
ENSDARG00000003375	20.32	17.28	12.16	14.77	9.55	9.06
ENSDARG00000003380	7.24	7.81	5.74	17.72	12.95	17.52
ENSDARG00000003381	0.48	1.26	0.52	0.83	0.66	0.23
ENSDARG00000003382	45.47	48.49	38.98	60.59	56.96	71.93
ENSDARG00000003383	54.18	51.38	58.7	57.62	52.01	57.32
ENSDARG00000003395	0	0	0.12	0.15	0	0
ENSDARG00000003398	5.46	5.86	4.39	5.51	5.57	5.13
ENSDARG00000003399	2.04	14.15	1.08	0.65	7.16	38.36
ENSDARG00000003403	36.58	24.24	53.78	47.36	53.05	18.78
ENSDARG00000003411	2.23	1.42	2.46	2.25	0.97	0
ENSDARG00000003414	0.14	0.15	0.28	2.86	0	0
ENSDARG00000003420	23.79	26.72	22.36	21.4	15.49	17.82
ENSDARG00000003421	3.79	3.07	3.84	4.17	3.99	1.6
ENSDARG00000003429	301.41	393.63	319.68	303.28	308.04	362.21
ENSDARG00000003444	28.23	31.12	38.87	30.01	26.85	19.22
ENSDARG00000003446	6.9	9.63	7.97	5.12	9.05	4.87
ENSDARG00000003449	14.47	14.2	13.22	7.8	14.77	15.01
ENSDARG00000003462	0.63	1.39	2.72	1.04	1.14	1.34
ENSDARG00000003469	2.01	5.53	0.74	0.27	2.25	0.31
ENSDARG00000003475	6.75	5.32	4.06	5.95	5.09	5.59
ENSDARG00000003486	79.52	89.63	108.54	105.32	117.32	65.69
ENSDARG00000003487	45.82	48.49	45.77	38.94	42.56	61.15
ENSDARG00000003495	129.9	142.12	148.48	126.81	153.72	142.64
ENSDARG00000003512	135.66	138.31	137.43	179.68	196.05	203.49
ENSDARG00000003517	25.65	19.98	27.2	33.34	19.98	19.69
ENSDARG00000003519	11.53	14.9	15.72	17.24	14.82	14.81
ENSDARG00000003520	26.27	33.08	27.42	29.81	24.78	26.01
ENSDARG00000003526	121.58	131.56	117.95	77.31	83.72	107.09
ENSDARG00000003527	8.57	7.99	6.14	10.55	11.94	9.59
ENSDARG00000003531	67.77	76.37	59.97	68.71	72.02	88.13
ENSDARG00000003533	2.08	0.82	6.47	0.68	2.38	0
ENSDARG00000003544	8.95	13.98	7.04	5.57	10	13.33
ENSDARG00000003553	0	0	0.6	0	0.41	0
ENSDARG00000003564	38.75	38.82	37.13	46.22	28.37	31.71
ENSDARG00000003570	155.67	141.62	145.63	164.97	159.88	75.45
ENSDARG00000003573	103.94	101.05	91.87	123.32	102.04	108.58
ENSDARG00000003576	20.75	19.23	19.56	25.72	19.44	13.76
ENSDARG00000003584	7.81	11.38	9.14	11.8	6.34	8.51
ENSDARG00000003592	22.24	21.81	15.89	23.55	13.3	24.5
ENSDARG00000003599	1002.92	909.18	970.43	919.12	1102.59	917.82
ENSDARG00000003607	19.76	17.05	14.69	17.79	17.61	14.56
ENSDARG00000003615	0.32	0	0	0.26	0.24	0
ENSDARG00000003616	29.73	29.88	29.9	30.45	45.44	25.4
ENSDARG00000003631	36.03	32	28.15	24.14	39.78	35.19
ENSDARG00000003632	0	0	0.13	0	0.15	0.4
ENSDARG00000003635	1.8	2.2	2.02	4.68	2.67	1.21
ENSDARG00000003641	304.82	289.38	299.32	288.78	275.04	254.94
ENSDARG00000003642	72.3	59.4	57.53	60.26	56.38	61.41
ENSDARG00000003655	818.37	850.19	761.14	880.53	847.08	727.07
ENSDARG00000003675	14.31	19.02	17.28	14.71	13.96	8.62
ENSDARG00000003680	121.28	119.75	77.31	73.56	98.01	125.14
ENSDARG00000003681	315.69	332.61	289.32	334.58	374.93	370.62
ENSDARG00000003684	0.3	0.37	0.35	0.28	0.07	0.29
ENSDARG00000003693	119.93	93.17	86.27	100.83	109.99	86.67
ENSDARG00000003695	530.84	497.29	417.24	607.1	550.7	548.03
ENSDARG00000003697	0.13	0	0.39	0.16	0	0
ENSDARG00000003699	6.57	7.49	7.98	10.06	7.6	6.21
ENSDARG00000003701	0	0	0	0	0.21	0.38
ENSDARG00000003705	234.03	253.27	222.83	248.35	219.71	224.88
ENSDARG00000003706	0.18	0.13	0.68	0.28	0.36	1.11
ENSDARG00000003732	0.84	0.94	1.11	1	1.58	0.69
ENSDARG00000003749	11.33	12.66	10.22	12.53	10.94	10.25
ENSDARG00000003750	2.27	3.12	1.79	2.75	2.2	2.21
ENSDARG00000003751	24.57	29.92	30.48	22.04	28.4	22.98
ENSDARG00000003754	165.94	162.12	154.07	191.23	221.4	144.47
ENSDARG00000003757	7.04	6.01	6.36	5.31	16.57	4.84
ENSDARG00000003769	7.16	7.48	2.44	7.26	11.95	7.32
ENSDARG00000003776	27.74	27.64	35.71	44.6	38.29	17
ENSDARG00000003779	64.42	51.52	69.12	62.31	69.44	27.37
ENSDARG00000003789	71.69	60.37	70.07	55.21	59.48	56.67
ENSDARG00000003795	611.46	597.2	497.51	599.81	464.93	574.75
ENSDARG00000003797	0.64	0.25	0.15	0.47	0.71	0
ENSDARG00000003808	0.57	4.2	0.72	2.32	0.09	0.26
ENSDARG00000003811	14.64	19.04	14.49	10.09	17.64	18.23
ENSDARG00000003818	9.98	14.15	11.35	16.08	16.76	18.01
ENSDARG00000003820	42.13	41.83	73.49	68.79	19.56	63
ENSDARG00000003822	15.72	12.66	9.89	12.05	9.09	9.27
ENSDARG00000003827	6.16	6.74	7.6	7.08	8.36	7.9
ENSDARG00000003829	17.99	17.26	15.38	28.45	20.84	16.74
ENSDARG00000003835	51.49	56.99	52.53	36.28	43.39	56.02
ENSDARG00000003841	9.59	8.38	8.84	9.44	7.21	14.46
ENSDARG00000003845	48.69	46.45	45.94	48.79	42.53	42.49
ENSDARG00000003846	47.18	46.19	39.66	45.55	34.01	50.06
ENSDARG00000003854	3.13	4.48	1.73	1.84	2.06	1.76
ENSDARG00000003860	78.8	82.32	66.93	82	88.48	72.16
ENSDARG00000003865	11.51	8.39	8.67	9.83	5.26	3.74
ENSDARG00000003866	108.39	96.86	114.81	83.79	107.43	65.31
ENSDARG00000003867	39.04	26.34	45.83	43.88	46.06	21.98
ENSDARG00000003869	16.35	17.32	14.26	14.39	12.68	10.92
ENSDARG00000003872	44.16	46.74	52.88	32.3	50.26	48.01
ENSDARG00000003877	42.26	36.98	41.55	50.62	48.36	32.14
ENSDARG00000003899	2.69	3.77	3.18	2.18	2.35	0.64
ENSDARG00000003900	5.03	6.26	3.81	10.2	7.75	3.15
ENSDARG00000003902	0	0	0	0	0	0
ENSDARG00000003903	22.28	13.09	9.39	17.79	21.71	11.01
ENSDARG00000003904	0	0	0	0.34	0	0
ENSDARG00000003909	0.37	0.13	0.55	0.59	0.21	0
ENSDARG00000003910	33.49	39.7	30.25	28.42	33.87	50.4
ENSDARG00000003920	225.49	247.27	197.55	236.49	286.03	271.43
ENSDARG00000003925	2.87	5.79	0.39	0.73	0.22	4.78
ENSDARG00000003927	38.78	25.54	28.32	36.39	31.21	11.4
ENSDARG00000003931	21.05	19	21.14	20.72	20.82	15.7
ENSDARG00000003934	1.6	7.45	2.69	1.33	1.49	2.71
ENSDARG00000003938	32.09	33.53	36.05	32.67	32.97	31.43
ENSDARG00000003940	49.58	48.56	51.28	48.5	45.46	34.42
ENSDARG00000003941	29.1	18.18	26.59	28.7	27.18	19.78
ENSDARG00000003952	226.26	229.16	222.9	274.15	256.91	164.09
ENSDARG00000003961	14.89	13.43	13.64	12.33	15.41	7.13
ENSDARG00000003963	95.9	78.28	95.82	103.08	98.58	45.37
ENSDARG00000003965	0.07	0.14	0.13	0	0.44	0.14
ENSDARG00000003968	3.32	2.13	2.57	2.46	1.92	1.04
ENSDARG00000003970	0	0	0	0	0	0
ENSDARG00000003971	5.81	2.07	3.68	0.62	0.34	11.7
ENSDARG00000003973	9.53	6.79	4.17	7.24	2.7	3.41
ENSDARG00000003974	54.45	37.57	47.24	68.89	56.55	68.87
ENSDARG00000003977	0.81	0.63	1.01	1.57	0.35	0.97
ENSDARG00000003984	7.07	7.55	9	7.41	7.47	6.65
ENSDARG00000003989	1.94	2.64	2.34	1.47	2.26	3.45
ENSDARG00000003991	0	0.17	0.33	0.1	0	0.09
ENSDARG00000003994	68.1	57.09	85.37	77.69	80.24	24.03
ENSDARG00000003998	58.12	64.67	63.26	85.28	62.86	94.22
ENSDARG00000004015	9.2	25.26	4.62	15.07	5.62	1.67
ENSDARG00000004017	40.98	30.18	30.07	37.34	23.06	17.36
ENSDARG00000004018	3.02	2.99	2.23	1.8	2.87	2.2
ENSDARG00000004023	89.54	4.87	39.03	105.42	24.33	7.21
ENSDARG00000004034	44.35	43.85	50.51	61.02	66.28	20.5
ENSDARG00000004037	12	10.66	10.22	10.89	10.69	13.39
ENSDARG00000004046	29.62	34.18	25.2	42.95	36.35	37.25
ENSDARG00000004049	14.83	13.25	15.03	12.82	16.55	3.73
ENSDARG00000004051	0	0.06	0.33	0	0.12	0.35
ENSDARG00000004055	24.51	19.75	24.42	24.21	23.18	17.02
ENSDARG00000004059	3.6	4.19	6.61	1.61	9.09	2.22
ENSDARG00000004060	306.28	392.78	239.41	223.45	252.74	327.36
ENSDARG00000004074	6.36	7.62	10.06	8.75	8.81	6.31
ENSDARG00000004078	86.44	82.9	101.8	85.88	82.94	55.7
ENSDARG00000004082	0	0	0	0	0	0
ENSDARG00000004094	106.81	90.37	111.85	105.1	107.18	45.02
ENSDARG00000004105	4.14	7.16	3.87	1.87	3.11	1.21
ENSDARG00000004111	4.02	4.67	9.13	15.57	12.93	0.71
ENSDARG00000004114	4.39	5.26	3.73	3.75	4.99	5.66
ENSDARG00000004115	19.24	23.05	16.54	18.18	15.65	25.5
ENSDARG00000004130	2.32	2.57	2.3	2.77	2.61	3.51
ENSDARG00000004131	1.59	1.68	2.03	1.99	1.36	3.15
ENSDARG00000004132	25.44	24.07	23.74	22.13	25.29	21.9
ENSDARG00000004141	36.04	35.22	38.39	8.15	7.63	41.88
ENSDARG00000004150	21.89	32.74	17.48	24.95	21.6	28.21
ENSDARG00000004151	12.04	12.65	15.38	12.16	18.92	6.17
ENSDARG00000004154	8.09	5.83	5.58	5.85	6.59	3.11
ENSDARG00000004158	25.82	20.46	39.35	29.64	31.35	14.05
ENSDARG00000004160	15.69	19.85	23.46	14.22	14.71	18.85
ENSDARG00000004161	141.61	129.51	130.38	150.48	156.66	116.31
ENSDARG00000004167	6.53	5.9	4.88	5.65	4.73	2.95
ENSDARG00000004169	10.01	10.88	10.55	13.88	10.14	5.9
ENSDARG00000004171	25.27	41	28.76	47.83	32.96	41.2
ENSDARG00000004173	92.92	87.61	94.79	77.56	91.14	86.65
ENSDARG00000004174	90.2	98.37	92.14	88.28	104.64	122.89
ENSDARG00000004176	2.48	1.45	2.01	3.95	2.73	0.98
ENSDARG00000004177	9.49	9.47	11.58	7.54	12.44	4.49
ENSDARG00000004184	10.24	10.5	12.81	12.4	11.43	4.5
ENSDARG00000004187	406.78	921.5	693.09	562.72	338.5	2709.94
ENSDARG00000004189	53.14	43.7	52.98	53.75	68.54	46.61
ENSDARG00000004196	9.16	7.68	6.16	5.99	6.81	3.78
ENSDARG00000004204	3.33	2.03	5.25	4.89	3.73	1.13
ENSDARG00000004211	42.42	37.17	35.68	33.18	35.19	32.53
ENSDARG00000004218	107.38	90.87	79.98	73.44	91.07	44.25
ENSDARG00000004219	28.04	0.76	15.05	57.69	7.91	1.47
ENSDARG00000004227	17.6	15.52	9.12	16.4	16.14	8.19
ENSDARG00000004232	1.97	0.99	1.53	1.2	1.01	0.2
ENSDARG00000004243	9.75	3.65	11.12	3.29	10.68	0.61
ENSDARG00000004246	11.46	13.19	17.67	18.22	8.64	20.02
ENSDARG00000004251	9.14	7.46	5.1	6.91	8.58	7.63
ENSDARG00000004256	0.55	0.64	0.59	0.57	0.15	0
ENSDARG00000004260	14.73	12.64	15.63	19.26	15.34	23.08
ENSDARG00000004261	63.17	75.34	70.23	86.44	108.24	81.86
ENSDARG00000004262	7.55	6	7.09	4.36	3.86	2.54
ENSDARG00000004270	8.05	9.18	10.45	13.52	22.91	9.65
ENSDARG00000004274	6.78	5.73	4.41	7.03	4.19	4.72
ENSDARG00000004280	18.44	20.55	17.16	19.19	18.54	18.39
ENSDARG00000004282	40.63	30.67	45.66	33.41	41.54	20.69
ENSDARG00000004291	20.38	23.97	24.38	24.58	25.78	33.34
ENSDARG00000004296	0.23	0.36	0.34	0	1.83	0
ENSDARG00000004297	249.79	190.96	208.14	226.28	234.44	134.87
ENSDARG00000004301	4.7	5.57	4.36	4.79	7.58	2.81
ENSDARG00000004302	77.73	78.83	57.86	59.57	67.62	54.45
ENSDARG00000004305	39.14	26.12	36.66	36.12	33.05	16.36
ENSDARG00000004306	6.83	7.96	7.86	6.93	7.06	5.66
ENSDARG00000004307	12.99	10.48	16.49	22.78	8.52	8.68
ENSDARG00000004308	15.93	20.13	18.94	15.17	19.56	20.79
ENSDARG00000004311	10.19	6.86	10.07	12.13	7.48	2.74
ENSDARG00000004318	19.48	19.02	23.86	23.12	23.03	23.5
ENSDARG00000004322	1.69	0.91	1.78	1.82	1.21	0.11
ENSDARG00000004325	10.34	9.72	9.14	10.61	11.08	8.79
ENSDARG00000004336	34.5	34.05	40.97	28.08	35.43	20.16
ENSDARG00000004343	41.09	52.96	35.05	52.76	64.17	51.46
ENSDARG00000004358	1.64	0.89	1.11	2.51	0.76	0.25
ENSDARG00000004363	7.83	15.9	8.1	10.24	7.23	15.64
ENSDARG00000004372	3.52	3.63	3.1	3.77	7.23	1.71
ENSDARG00000004377	83.89	96.06	58.84	61.71	60.86	26.4
ENSDARG00000004378	7.77	9.1	7.65	8.23	7.4	3.56
ENSDARG00000004386	79.98	75.62	98.85	84.75	94.78	74
ENSDARG00000004392	2.39	4.48	5.9	2.45	2.1	10.7
ENSDARG00000004396	0	0	0.08	0	0	0
ENSDARG00000004402	81.73	75.33	64.59	89.84	74.47	53.55
ENSDARG00000004405	1.1	0.11	0.11	0	0.13	1.16
ENSDARG00000004406	22.8	17	17.77	17.9	22.92	12.74
ENSDARG00000004415	232.74	220.96	51.77	263.06	175.09	37.04
ENSDARG00000004427	109.39	98.29	56.99	88.14	53.81	104.65
ENSDARG00000004433	2.14	1.29	2.39	2.03	1.5	0.91
ENSDARG00000004436	15.39	13.09	10.4	16.1	15.08	13.51
ENSDARG00000004445	136.86	68.09	168.24	269.85	169.32	23.16
ENSDARG00000004447	0	0	0.11	0.41	0.06	0.12
ENSDARG00000004451	11.19	9.3	11.01	6.13	7.3	2.64
ENSDARG00000004452	188.27	209.57	198.38	220.69	218.31	301.57
ENSDARG00000004455	0.37	0.17	0.16	0.81	0.84	0.09
ENSDARG00000004459	0	21.34	1.12	0.62	0.15	0.55
ENSDARG00000004460	21.96	19.87	24.71	24	18.73	31.53
ENSDARG00000004470	74.01	65.65	78.6	65.3	104.96	45.55
ENSDARG00000004472	23.93	27.13	23.76	27.46	24.36	21.11
ENSDARG00000004473	0.19	0.46	1.2	0.38	1.28	0.14
ENSDARG00000004492	21.06	26.61	18.81	23.47	31.05	27.33
ENSDARG00000004497	4.14	9.01	4.01	3.19	1.94	8.39
ENSDARG00000004498	0	0	0	0	0	0
ENSDARG00000004502	13.05	12.47	13.41	15.7	16.88	11.23
ENSDARG00000004517	4.07	3.78	3.89	3.62	3.71	2.41
ENSDARG00000004525	9.45	6.57	8.58	12.41	13.39	13.76
ENSDARG00000004527	41.84	45.02	31.28	42.69	38.13	47.59
ENSDARG00000004529	0.87	0.11	1.57	1.05	0.97	0.85
ENSDARG00000004537	34.15	46.04	35.14	31.8	37.12	59.4
ENSDARG00000004539	4.71	2.82	6.42	2.85	2.83	1.16
ENSDARG00000004561	6.9	13.63	5.01	7.25	10.67	15.38
ENSDARG00000004574	3.43	4.77	4.95	3.92	3.49	3.03
ENSDARG00000004576	3.76	2.44	1.6	2.55	3.48	1.94
ENSDARG00000004577	92.03	68.78	79.12	75.59	63.02	56.04
ENSDARG00000004580	267.98	279.12	258.58	204.48	264.26	211
ENSDARG00000004581	21.42	18.12	21.9	24.37	22.71	20.16
ENSDARG00000004586	1.07	0.34	0.23	0.61	0.36	0.39
ENSDARG00000004587	64.93	76.05	62.57	69.02	65	140.78
ENSDARG00000004588	125.46	97.57	128.38	116.52	155.17	58.56
ENSDARG00000004592	43.7	43.54	64.14	75.55	64.71	53.01
ENSDARG00000004594	24.48	25.36	25.36	31.4	34.39	24.21
ENSDARG00000004597	13.01	11.34	21.08	10.61	12.95	4.9
ENSDARG00000004616	8.23	10.98	7.81	8.86	9.8	9.8
ENSDARG00000004618	3.95	3.34	3.03	3.43	3.25	9.7
ENSDARG00000004621	497.25	576.81	525.46	619.84	691.66	510.39
ENSDARG00000004627	0.54	0.4	0.23	0.09	0	0.16
ENSDARG00000004632	37.64	35.96	28.6	45	36.98	28.32
ENSDARG00000004633	14.05	12.79	17.11	18.18	19.93	13.8
ENSDARG00000004634	16.04	10.79	14.66	16.71	17.43	18.07
ENSDARG00000004635	13.59	10.24	18.91	20.67	19.45	8.92
ENSDARG00000004636	20.79	21.96	18.44	25.76	32.04	21.11
ENSDARG00000004643	0.32	6.69	0.1	0.48	0.3	2.16
ENSDARG00000004647	12.24	11.99	15.57	16.66	19.26	22.97
ENSDARG00000004648	23.04	19.24	20.34	13.85	30.97	3.51
ENSDARG00000004658	2.6	1.29	3.61	0.5	0.83	0.22
ENSDARG00000004672	39.49	40.32	36.15	50.29	43.53	47.58
ENSDARG00000004680	85.62	77.59	67.8	81.72	87.46	85.51
ENSDARG00000004687	25.48	21.54	21.42	21.64	13.02	13.91
ENSDARG00000004692	18.37	23.79	25.76	28.35	19.9	27.59
ENSDARG00000004695	0.29	0.66	0.21	0.51	0.4	0
ENSDARG00000004696	13.16	16.2	14.35	15.86	11.46	16.07
ENSDARG00000004697	4.27	3.74	2.93	3.94	2.26	0.51
ENSDARG00000004702	366.24	350.45	264.94	309.4	277.95	440.74
ENSDARG00000004706	105.51	100.65	97.39	102.61	113.74	133.13
ENSDARG00000004712	0.26	1.15	67.31	2.62	60.23	25.62
ENSDARG00000004713	0.89	3.49	1.93	0.42	2.5	1.88
ENSDARG00000004714	37.56	36.95	33.2	50.4	38.44	45.87
ENSDARG00000004721	46.46	41.71	46.43	39.1	40.3	28.23
ENSDARG00000004724	11.96	7.42	10.79	10.31	12.43	3.68
ENSDARG00000004726	39.95	38.48	41.89	34.73	40.69	33.03
ENSDARG00000004735	81.37	87.72	84.16	108.49	109.22	141.08
ENSDARG00000004745	2.89	1.53	5.06	1.76	1.92	2.35
ENSDARG00000004748	0.11	1	0.07	0.27	0	0
ENSDARG00000004753	0	0	0.28	0.2	0.09	0
ENSDARG00000004754	57.42	49.04	61.13	49.38	52.75	37.72
ENSDARG00000004757	1774.65	1590.5	1211.7	1949.21	1477.9	1668.64
ENSDARG00000004771	37.99	39.53	32.92	30.94	31.37	53.93
ENSDARG00000004774	10.95	9.23	8.27	7.49	7.52	6.81
ENSDARG00000004785	68.56	80.1	70.95	66.18	93.15	77.4
ENSDARG00000004789	3.8	4.65	5.47	5.85	5.3	2.4
ENSDARG00000004794	1.87	0.89	2.67	2.6	2.81	0.38
ENSDARG00000004796	55.3	46.39	66.12	46.97	56.05	23.29
ENSDARG00000004806	19.33	20.28	20.61	16.4	31.1	16.53
ENSDARG00000004823	0.17	0.44	0.17	0	0.29	0
ENSDARG00000004830	31.2	30.66	32.8	32.96	33.63	34.01
ENSDARG00000004836	28.33	27.32	31.17	41.32	53.03	30.85
ENSDARG00000004840	29.24	29.49	15.78	17.23	32.29	10.91
ENSDARG00000004843	11.45	11.68	22.69	11.45	15.71	14.29
ENSDARG00000004851	10.3	10.14	7.92	12.01	10.18	12.56
ENSDARG00000004861	32.75	25.88	21.06	13.17	22.25	29.29
ENSDARG00000004864	0	0	0	0	0.28	0
ENSDARG00000004866	24.03	25.44	22.93	20.97	21.84	38.01
ENSDARG00000004869	140.01	87.05	90.16	231.25	37.53	96.83
ENSDARG00000004870	32.43	30.13	27.46	32.9	22.35	33.75
ENSDARG00000004871	0.03	0.09	0.17	1.02	0.13	0.06
ENSDARG00000004874	4.36	2.23	2.49	2.8	3.17	0.3
ENSDARG00000004877	4.27	3.26	4.4	5.82	6.87	2.69
ENSDARG00000004880	0.95	1.68	1.43	1.05	0.67	0.55
ENSDARG00000004889	22.81	20.61	17.76	21.82	18.38	28.16
ENSDARG00000004891	74.76	70.12	61.3	56.21	52.3	55.02
ENSDARG00000004898	0	0	0	0	0	0
ENSDARG00000004904	0.28	0.06	0.22	1	0.12	0.59
ENSDARG00000004906	142.43	130.1	125.52	122.89	126.81	95.12
ENSDARG00000004925	12.77	7.98	7.25	6.05	6.64	7.55
ENSDARG00000004930	21.37	29.2	17.2	29.02	38.72	25.87
ENSDARG00000004931	4.03	3.1	4.62	5.12	4.13	0.85
ENSDARG00000004932	4.28	4.53	4.55	6.05	5.47	1.47
ENSDARG00000004937	1.47	2.07	1.04	1.26	0.97	1.11
ENSDARG00000004939	44.17	39.49	45.93	52.62	68.11	26.16
ENSDARG00000004948	213.06	214.44	183.88	193.79	181.74	295.16
ENSDARG00000004952	6.14	10.45	8.04	8.29	12.54	4.68
ENSDARG00000004953	0.08	0.75	0.08	0.29	3.17	1.54
ENSDARG00000004954	16.42	12.14	14.31	12.79	23.04	6.72
ENSDARG00000004956	41.37	44.66	34.48	47.41	50.8	44.21
ENSDARG00000004964	107.8	73.53	51.35	46.6	63.74	18.25
ENSDARG00000004979	28.79	25.21	22.94	36.4	13.19	19.04
ENSDARG00000004988	280.74	239.67	236.23	367.19	298.63	167.2
ENSDARG00000005002	7.43	8.07	6.94	10.69	9.42	5.84
ENSDARG00000005004	0	0.07	0.27	0	0.08	0
ENSDARG00000005010	1.29	2.42	1.62	1.25	0.67	1.73
ENSDARG00000005015	20.67	28.28	17.57	21.9	25.02	30.29
ENSDARG00000005023	8.7	5.09	7.32	4.65	7.13	1.3
ENSDARG00000005026	56.93	67	57.94	81.23	73.51	114.14
ENSDARG00000005034	38.72	32.56	32.47	35.73	28.43	32.27
ENSDARG00000005049	12.49	15.69	12.36	11.44	14.61	15.34
ENSDARG00000005050	0.58	0.26	0.25	1.38	0.28	0
ENSDARG00000005057	3.89	5.2	6.31	5.62	4.55	5.94
ENSDARG00000005058	3.56	5.16	2.52	3.93	4.03	4.8
ENSDARG00000005078	33.62	36.17	27.66	33.84	35.05	32.31
ENSDARG00000005085	863.96	1907.51	1315.29	1139.9	624.37	268.33
ENSDARG00000005092	2.15	6.55	1.82	2.32	1.38	11.51
ENSDARG00000005095	30.73	23.18	36.47	39.87	32.59	20.86
ENSDARG00000005098	0.14	2.84	1.04	0.34	0.95	1.34
ENSDARG00000005104	19.05	20.09	23.38	22.41	27.6	18.88
ENSDARG00000005108	4.75	9.21	1.44	3.62	2.95	2.45
ENSDARG00000005112	0	0	0.04	0	0.38	0.05
ENSDARG00000005115	10.11	11.66	7.1	12.24	8.83	5.74
ENSDARG00000005122	76.56	65.76	73.83	99.4	71.01	34.22
ENSDARG00000005126	10.07	9.15	10.72	8.26	8.19	6.78
ENSDARG00000005128	14.19	11.54	8.02	10.92	9.09	21.24
ENSDARG00000005134	31.86	35.64	33.84	33.77	32.51	31.81
ENSDARG00000005139	0.34	0.1	0.39	0.06	0.05	0.57
ENSDARG00000005141	69.02	39.59	104.35	67.39	102.52	23.16
ENSDARG00000005150	2.74	0.19	1.44	0.2	17.85	0.19
ENSDARG00000005154	6.62	6.37	6.32	2.68	8.52	5.13
ENSDARG00000005159	24.49	23.87	20.22	18.7	25.38	7.98
ENSDARG00000005162	56.49	64.76	70.81	78.32	99.39	54.07
ENSDARG00000005172	267.56	291.31	231.82	353.49	225.29	345.6
ENSDARG00000005176	27.55	29.83	22.31	11.12	21.35	3.68
ENSDARG00000005179	28.94	30.8	22.3	23.62	20.5	32.56
ENSDARG00000005185	20.03	24.63	25.67	16.96	18.02	23.79
ENSDARG00000005186	40.63	44	38.38	39.54	41.41	41.44
ENSDARG00000005191	43.3	29.26	40.01	30.67	36.4	17
ENSDARG00000005210	15.38	16.35	11.02	16.97	10.81	13.63
ENSDARG00000005216	0.35	0.36	2.57	0.53	0.98	0.47
ENSDARG00000005218	19.87	10.84	10.32	11.5	11.5	10.83
ENSDARG00000005220	68.84	60.89	45.98	57.11	45.49	52.94
ENSDARG00000005221	4.09	2.49	1.27	3.92	1.08	1.53
ENSDARG00000005230	73.45	68.42	73.54	70.56	79.75	74.97
ENSDARG00000005232	23.14	29.81	23.89	24.15	29.92	16.38
ENSDARG00000005236	34.16	40.4	35.6	35.65	45.22	51.24
ENSDARG00000005246	14.56	14.97	12.65	14.94	14.19	11.71
ENSDARG00000005251	20.23	17.39	22.59	18.51	18.8	22.69
ENSDARG00000005254	54.61	68.43	56.27	84.61	83.84	67.83
ENSDARG00000005271	0	0	0.53	0	0	0
ENSDARG00000005274	1.67	7.1	1.89	3.39	5.67	3.39
ENSDARG00000005284	28.67	27.81	35.88	33.12	25.72	18.33
ENSDARG00000005314	0	0.33	0	0.54	0.22	0.14
ENSDARG00000005315	35.35	39.55	35.26	42.9	43.72	38.32
ENSDARG00000005318	53.65	34.61	53.04	48.01	52.83	28.61
ENSDARG00000005320	0	0	1.8	0.84	0.57	0.21
ENSDARG00000005327	0.25	0.05	0	0.12	0.16	0.1
ENSDARG00000005332	0	0.68	0	0	0	0
ENSDARG00000005335	0.57	0.8	0.48	0.71	0.1	0.69
ENSDARG00000005343	31.45	67.1	32.36	42.1	41.45	134.51
ENSDARG00000005350	23.03	21.74	21.16	18.24	28.21	23.28
ENSDARG00000005355	71.01	69.7	95.79	78.54	84.48	59.61
ENSDARG00000005356	8.92	10.82	9.59	7.92	6.02	5.49
ENSDARG00000005359	170.98	177.35	150.17	185.01	173.62	141.93
ENSDARG00000005364	3.47	3.56	3.05	2.76	3.59	0.65
ENSDARG00000005368	26.3	18.28	19.73	21.1	16.73	9.18
ENSDARG00000005371	0	0.06	0.11	0.13	0.25	0
ENSDARG00000005372	115.47	186.44	99.35	197.31	113.12	335.21
ENSDARG00000005374	26.87	26.47	22.74	31.72	18.5	26.21
ENSDARG00000005382	12.07	12.06	10.57	10.35	11.74	10.93
ENSDARG00000005392	0.93	6.27	4.34	6.08	2.58	1.06
ENSDARG00000005394	13.24	13.08	16.69	8.77	12.01	12.83
ENSDARG00000005397	57.32	57.68	49.67	57.79	53	68.17
ENSDARG00000005414	7.1	10.04	8.58	10.08	11.27	4.53
ENSDARG00000005416	28.06	27.32	35.43	40.31	39.57	46.84
ENSDARG00000005423	111.9	87.7	97.88	100	66.25	66.91
