ensembl_gene_id	tpm_Tert_1	tpm_Tert_2	tpm_Tert_3	tpm_TertTP53_1	tpm_TertTP53_2	tpm_TertTP53_3
ENSDARG00000059846	14.09	6.86	10.04	9.25	10.62	8.58
ENSDARG00000059850	4.43	5	3.7	2.05	7.09	2.48
ENSDARG00000059853	26.39	36.96	23.94	31.2	25.77	29.76
ENSDARG00000059854	58.94	32.81	31.66	42.13	43.52	73.24
ENSDARG00000059855	0.23	0.71	0.47	1.25	0.92	0.28
ENSDARG00000059856	8.27	8.12	6.49	8.56	5.29	6.37
ENSDARG00000059857	32.73	21.09	15.42	21.37	23.01	20.4
ENSDARG00000059858	0.4	0.46	0.52	0.35	0.56	0
ENSDARG00000059866	32.23	30.99	28.27	30.01	37.44	36.2
ENSDARG00000059870	16.5	14.54	13.52	18.38	15.64	24.33
ENSDARG00000059871	29.93	26.02	22.9	17.67	22.98	22.85
ENSDARG00000059883	1.66	5.24	4.33	0.64	1.02	0.45
ENSDARG00000059885	3.87	4.42	3.61	4.42	7.99	3.9
ENSDARG00000059886	138.35	135.13	107.13	155.15	169.51	105.21
ENSDARG00000059887	17.59	17.29	13.79	14.23	14.23	10.82
ENSDARG00000059888	10.65	5.64	11.75	7.24	3.65	4.78
ENSDARG00000059891	20.3	36.32	23.76	34.55	62.42	9.67
ENSDARG00000059897	88.54	229.75	87.64	144.21	115.4	45.3
ENSDARG00000059899	0.45	0.36	0.64	1.12	0.57	0.31
ENSDARG00000059900	49.32	26.02	27.5	30.54	44.62	29.82
ENSDARG00000059902	33.97	38.57	23.33	42.45	38.87	36.8
ENSDARG00000059903	1.72	1.51	1.22	1.26	3.66	3.02
ENSDARG00000059906	17.01	72.81	60.22	26.88	16.12	6.47
ENSDARG00000059908	27.19	36.54	33.49	30.88	60.87	36.27
ENSDARG00000059911	9.21	18.79	8.91	17.2	16.18	7.47
ENSDARG00000059914	0.08	0.16	0.08	0	0	0
ENSDARG00000059916	4.04	4.58	4.12	3.99	4.05	2.66
ENSDARG00000059917	0.11	0.42	0.42	0	0.25	0.11
ENSDARG00000059919	10.41	17.35	10.22	12.01	13.02	10.43
ENSDARG00000059923	9.83	6.73	8.15	7.93	14.59	12.76
ENSDARG00000059925	8.17	4.61	7.44	4.14	4.45	4.6
ENSDARG00000059931	1.22	3.11	2.21	2.54	1.31	0.63
ENSDARG00000059933	17.65	31.68	26.36	24.18	19.2	7.38
ENSDARG00000059936	12.39	9.12	11.01	6.34	10.79	9.38
ENSDARG00000059939	21.51	24.76	21.54	26.28	35.1	5.92
ENSDARG00000059945	175.43	143.78	124.13	215.87	266.22	132.25
ENSDARG00000059948	0	0.77	0.08	0	0	0
ENSDARG00000059950	17.15	18.08	18.37	21.52	20.1	15
ENSDARG00000059951	0.24	2.98	0.11	0.41	0	0.12
ENSDARG00000059956	0.65	2.02	0.62	1.13	1.48	1.07
ENSDARG00000059960	59.08	19.25	32.83	24.27	48.48	103.46
ENSDARG00000059961	27.34	22.21	20.5	22.91	25.72	17.41
ENSDARG00000059963	5.85	5.58	4.59	6.22	10.25	7.34
ENSDARG00000059972	15.62	33.75	28.44	68.01	46.56	29.43
ENSDARG00000059978	0.13	0.19	0	0.15	0.42	0
ENSDARG00000059982	2.39	1.99	3.34	1.83	2.15	1.02
ENSDARG00000059983	5.59	5.99	4.45	6.66	5.17	8.57
ENSDARG00000059987	0.66	1.24	0.86	0.98	0.69	0.27
ENSDARG00000059993	0.35	6.23	0.94	0.82	1.58	1.19
ENSDARG00000059997	18.96	5.37	9.24	6.8	11.91	9.11
ENSDARG00000060001	14.08	15.28	14.77	10.26	16.96	17.55
ENSDARG00000060002	3.49	5.63	4.83	5.5	5.13	2.14
ENSDARG00000060004	12.22	24.18	15.25	19.27	19.98	6.06
ENSDARG00000060005	8.49	4.85	6.39	8.13	7.51	13.08
ENSDARG00000060006	24.97	32.82	23.29	28.23	33.31	18.9
ENSDARG00000060007	1.73	7.09	0.28	0	1.26	0.1
ENSDARG00000060008	3.73	0.2	0.93	0.19	0.35	0.8
ENSDARG00000060010	3.25	4.28	6.16	1.69	2.45	1.64
ENSDARG00000060012	2.36	6.26	5.41	2.15	2.75	1.14
ENSDARG00000060016	14.81	12	14.1	12.66	12.52	11.99
ENSDARG00000060018	73.97	73.21	74.49	96.55	128.63	63.25
ENSDARG00000060021	5.81	10.82	6.98	11.79	6.42	12.74
ENSDARG00000060023	1.75	1.41	6.26	1.01	1.06	0.93
ENSDARG00000060025	6.63	6.27	6.29	7.02	12.8	2.71
ENSDARG00000060027	6.22	13.23	7.86	10.33	10.56	11.1
ENSDARG00000060029	9.92	9.54	12.35	8.33	7.88	6.48
ENSDARG00000060030	39.86	27.46	35.62	29.25	35.34	32.95
ENSDARG00000060034	9.33	1.95	4.88	4.74	5.08	15.72
ENSDARG00000060035	1.34	3.76	3.64	1.82	3.62	0.99
ENSDARG00000060036	48.23	58.81	52.84	47.43	56.08	52.18
ENSDARG00000060041	13.89	13.33	38.28	17.26	28.23	18.36
ENSDARG00000060049	0	0.41	0.1	0.49	0.46	0
ENSDARG00000060051	0.71	1.3	0.54	0.08	0.31	0
ENSDARG00000060054	85.41	62.32	68.44	70.46	85.96	102.44
ENSDARG00000060058	56.82	49.02	34.46	59.27	53.59	44.66
ENSDARG00000060065	149.22	141.15	145.38	166.83	183.93	145.58
ENSDARG00000060068	19.09	20.61	13.45	18.49	18.7	17.2
ENSDARG00000060069	11.99	16.82	18.2	15.06	21.04	12.41
ENSDARG00000060070	4.61	11	13.74	24.64	13.61	1.6
ENSDARG00000060071	23.94	23.01	28	25.31	27.08	28.13
ENSDARG00000060072	18.38	30.52	21.58	21.88	22.91	6.96
ENSDARG00000060085	18.64	24.46	14.92	25.65	24.31	6.07
ENSDARG00000060089	28.82	25.72	28.52	33.43	35.16	38.6
ENSDARG00000060092	9.32	20.11	13.3	28.75	34.44	20.37
ENSDARG00000060093	30.74	39.54	33.25	43.9	53.45	30.72
ENSDARG00000060094	1.44	4.99	4.46	1.31	1.02	0
ENSDARG00000060095	2.26	5.23	5.76	7.54	9.96	0.66
ENSDARG00000060096	3.35	3.02	3.95	2.46	3.11	2.54
ENSDARG00000060101	37.16	46.99	39.37	60.96	57.17	37.48
ENSDARG00000060102	16.6	24.81	24.06	12.49	14.95	4.13
ENSDARG00000060103	15.07	14.01	16.7	14.48	17.09	4.4
ENSDARG00000060106	0.37	1.09	1.03	0.79	0.7	0.06
ENSDARG00000060109	8.08	9.35	6.07	12.65	14.13	18.62
ENSDARG00000060112	219.68	229.54	143.38	285.6	269.99	202.15
ENSDARG00000060113	15.2	16.27	19.05	12.24	15.38	27.77
ENSDARG00000060115	265.86	86.57	118.97	89.96	97.77	281.41
ENSDARG00000060116	13.59	9.27	10.51	9.74	21.4	10.81
ENSDARG00000060120	9.48	7.92	6.91	10.82	8.65	14.41
ENSDARG00000060123	43.23	53.1	39.87	64.28	74.06	43.69
ENSDARG00000060124	7.72	5.22	6.28	6	6.36	4.13
ENSDARG00000060126	46.75	38.93	24.52	74.48	20.22	42.55
ENSDARG00000060127	0.11	0.66	1.06	0.03	0.14	0
ENSDARG00000060130	0	0	0.32	1.08	0	0
ENSDARG00000060148	7.53	9.17	7.06	9.71	7.45	4.85
ENSDARG00000060149	45.9	20.18	26.93	28.91	31.23	64.95
ENSDARG00000060150	28.94	29.93	30.46	26.56	28.52	26.48
ENSDARG00000060152	35.59	34.63	22.75	48.85	43.06	53.7
ENSDARG00000060153	2.97	3.84	4.66	3.14	3.48	4.88
ENSDARG00000060165	0.82	1.93	0.57	1.07	1.09	0.38
ENSDARG00000060168	13.36	8.77	14.18	8.75	14.54	8.89
ENSDARG00000060169	3.33	5.86	4.5	10.15	7.32	1.51
ENSDARG00000060176	1.28	1.65	2.12	1.97	1.86	0.87
ENSDARG00000060177	18.61	11.91	13.91	11.81	17.76	11.17
ENSDARG00000060184	13.48	12.77	15.25	6.58	10.05	5.4
ENSDARG00000060187	0.16	0	0	0	0	0
ENSDARG00000060192	10.34	11.47	8.99	9.89	10.22	12.1
ENSDARG00000060196	10.78	18.49	17.41	16.37	6.22	1.38
ENSDARG00000060197	18.95	21.87	19.46	22.94	24.47	17.98
ENSDARG00000060199	46.97	47.3	37.37	50.23	37.15	67.61
ENSDARG00000060207	31.09	32.12	23.26	27.89	31.68	25.58
ENSDARG00000060210	9.98	7.74	8.18	7.3	6.69	7.88
ENSDARG00000060211	0.8	0.15	0	0	0	2.04
ENSDARG00000060215	6.81	7.02	10.73	7	7.23	6.86
ENSDARG00000060222	49.47	57.01	34.8	48.37	53.33	106.7
ENSDARG00000060235	2.34	0.78	5.5	0.18	0.06	0.05
ENSDARG00000060236	1.28	3.99	1.5	2.38	2.95	1.49
ENSDARG00000060238	22.28	15.78	21.28	16.57	29.14	9.56
ENSDARG00000060243	47.01	19.71	21.07	19.44	27.11	69.13
ENSDARG00000060246	4.06	5.71	4.67	7.52	6.4	2.96
ENSDARG00000060248	5.15	7.3	3.12	3.98	3.9	4.73
ENSDARG00000060252	16.28	15.33	16.37	9.27	15.66	17.63
ENSDARG00000060253	0.24	1.01	0.84	2.66	1.82	0.44
ENSDARG00000060256	4.48	4.42	3.28	3.4	3.34	5.38
ENSDARG00000060257	73.6	64.84	54.23	74.52	85.84	109.3
ENSDARG00000060259	4.29	2.54	2.43	3.33	2.76	4.39
ENSDARG00000060263	27.86	40.51	10.12	22.95	21.7	12.29
ENSDARG00000060264	0.1	0.14	0	0.11	0	0.51
ENSDARG00000060280	6.29	26.79	13.1	33.12	13.78	6.26
ENSDARG00000060282	39.79	43.76	33.67	35.9	34.11	38.35
ENSDARG00000060288	63.14	54.22	45.58	62.78	57.63	52.81
ENSDARG00000060297	17.33	19.27	15.75	24.92	25.42	14.88
ENSDARG00000060298	2.37	4.93	1.8	3.97	2.49	1.97
ENSDARG00000060303	33.29	63.02	49.54	87.75	90.55	9.89
ENSDARG00000060306	23.69	37.47	28.02	30	34.67	37.81
ENSDARG00000060308	2.96	3.66	4.83	3.17	4.07	5.48
ENSDARG00000060309	31.41	15.25	19.9	16.08	26.49	14.22
ENSDARG00000060312	4.58	5.29	6.28	3.23	4.19	3.06
ENSDARG00000060315	2.49	0.13	7.69	0	0.36	0.07
ENSDARG00000060316	9.93	11.93	12.89	6.82	9.19	13.53
ENSDARG00000060319	16.33	2.78	4.74	2.96	5.62	0.94
ENSDARG00000060320	32.93	29.35	31.96	30.88	34.12	37.7
ENSDARG00000060322	9.41	8.31	29.64	0.32	3.02	0.21
ENSDARG00000060323	24.97	22.25	24	24.36	25.24	20.16
ENSDARG00000060325	0.24	0.1	0	0	0.1	0.61
ENSDARG00000060326	24.55	28.07	20.67	37.57	43.99	23.57
ENSDARG00000060330	13.31	11.53	12.69	13.03	21.29	14.35
ENSDARG00000060338	2.45	5.99	4.73	5.53	7.03	6.88
ENSDARG00000060340	12.65	2.84	62	1.35	0.48	0.41
ENSDARG00000060345	0.75	0	0.55	0	0	0
ENSDARG00000060348	3.81	6.32	5.63	4.48	3.23	2.67
ENSDARG00000060349	65.45	52.91	38.22	56.91	66.38	44.29
ENSDARG00000060350	0	0.88	0	0	0	0
ENSDARG00000060354	0.08	0.24	0	0	0.21	0.68
ENSDARG00000060361	9.17	10.13	10.32	9.98	13.39	6.74
ENSDARG00000060362	30.03	31.47	25.5	32.65	28.49	32.06
ENSDARG00000060366	8.98	7.14	6.63	6.45	4.81	4.19
ENSDARG00000060368	311.2	160.29	192.74	226.87	369.2	343.25
ENSDARG00000060372	16.55	14.25	14.77	22.9	22.19	8.64
ENSDARG00000060374	11.96	8.36	10.77	10.02	13.48	5.96
ENSDARG00000060380	22.51	23.92	16.83	17.49	20.29	19.05
ENSDARG00000060383	21.79	24.93	18.87	21.55	23.14	28.8
ENSDARG00000060390	17.45	12.95	22.49	5.85	8.12	10.85
ENSDARG00000060392	62.73	66.25	55.69	65.04	78.86	88.66
ENSDARG00000060393	11.57	15.64	15.84	19.97	21.76	1.7
ENSDARG00000060394	2.29	2.22	2.9	2.22	2.57	2.53
ENSDARG00000060395	15.76	16.78	23.58	16.44	20.6	17.97
ENSDARG00000060397	16.12	15.35	15.12	24.78	26.92	44.25
ENSDARG00000060398	2.92	7.53	5.62	3.51	4.56	5.15
ENSDARG00000060400	10.16	1.73	4.53	2.18	5.77	12.8
ENSDARG00000060410	0.66	2.63	0.75	0.64	1.05	0.14
ENSDARG00000060411	10.36	9.34	11.8	12.49	9.86	11.9
ENSDARG00000060413	1.43	1.03	0.95	0.29	1.61	5.37
ENSDARG00000060415	2.55	8.55	4.93	3.82	2.23	1.33
ENSDARG00000060430	9.52	9.31	10.17	8.21	10.59	9.81
ENSDARG00000060434	92.86	87.4	101.53	152.41	131.49	49.97
ENSDARG00000060435	7.75	2.92	17.6	0.99	1.16	0.56
ENSDARG00000060438	2.02	4.06	2.92	1.88	2.2	2.29
ENSDARG00000060439	0	1.01	0	0	0	0
ENSDARG00000060442	22.17	17.09	22.84	18.56	19.01	19.53
ENSDARG00000060445	8.5	10.4	8.35	12.38	8.01	9.07
ENSDARG00000060452	13.9	23.28	22.28	40.38	28.42	15.04
ENSDARG00000060457	6.22	18.37	5.94	4.89	4.7	3.13
ENSDARG00000060469	30.45	27.75	24.15	35.13	37.34	33.3
ENSDARG00000060471	0.1	0.93	2.86	0.22	0.11	0
ENSDARG00000060477	17.63	20.49	16.68	25.62	21.09	21.72
ENSDARG00000060481	97.66	97.84	77.68	139.8	134.96	127.15
ENSDARG00000060482	8.08	5.85	6.51	6.22	5.71	2.39
ENSDARG00000060484	5.47	9.29	5.78	8.13	7.07	4.43
ENSDARG00000060489	56.07	72.96	45.04	51.99	59.66	95.37
ENSDARG00000060494	56.93	59.82	69.44	61.23	68.46	43.39
ENSDARG00000060496	28.98	19.34	20.49	23.08	32.14	29.78
ENSDARG00000060498	20.95	10.88	11.26	17.45	11.59	15.78
ENSDARG00000060500	6.33	6.02	8.83	5.21	5.72	5.43
ENSDARG00000060501	12.17	18.27	11.9	19.89	16.86	20.95
ENSDARG00000060504	30.47	20.15	25.24	23.05	26.78	19.62
ENSDARG00000060506	31.07	41.02	39.79	47.42	36.96	23.31
ENSDARG00000060510	35.72	42.79	39.71	44.62	46.83	37.89
ENSDARG00000060512	13.84	13.54	10.47	15.23	17.9	10.39
ENSDARG00000060515	40.05	34.63	30.72	49.88	34.99	38.19
ENSDARG00000060518	3.1	5.57	3.6	2.61	4.56	2.85
ENSDARG00000060521	20.97	20.15	18.4	20.63	20.36	14.96
ENSDARG00000060522	8.65	12.56	7.06	11.48	8.53	8.65
ENSDARG00000060526	5.41	4.52	3.27	3.49	4.25	5.3
ENSDARG00000060529	0.58	0	0.19	0	0	0
ENSDARG00000060532	82.21	34.72	38.48	45.91	65.87	44.99
ENSDARG00000060534	6.24	5.62	10.72	3.39	3.65	3.91
ENSDARG00000060537	10.19	6.56	12.96	5.1	5.75	8.67
ENSDARG00000060539	105.88	50.15	68.88	73.39	109.13	109.75
ENSDARG00000060542	9.98	9.24	7.95	8.72	5.16	9.46
ENSDARG00000060549	2.36	3.5	3.79	5.29	4.53	0.05
ENSDARG00000060551	6.35	3.65	4.94	3.33	4.53	3.56
ENSDARG00000060554	72.07	68.56	65.65	71.01	84.75	62.29
ENSDARG00000060559	7.28	9.14	12.34	8.56	10.21	7.43
ENSDARG00000060564	4.11	5.71	5.11	7.06	9.42	3.1
ENSDARG00000060566	19.19	8.34	9.3	7.48	10.1	18.78
ENSDARG00000060569	62.5	49.6	50.76	59.74	50.52	39.13
ENSDARG00000060578	32.53	50.23	40.64	65.11	64.86	43.85
ENSDARG00000060580	9.37	6.46	7.73	7.57	8.36	8.31
ENSDARG00000060584	0.77	0.25	0.66	0.18	0.08	0
ENSDARG00000060586	19.45	28.31	30.53	30.86	38.15	15.87
ENSDARG00000060594	48.99	50.73	51.05	49.52	46.16	32.46
ENSDARG00000060596	49.2	30.84	42.23	26.55	34.12	32.9
ENSDARG00000060597	5.36	3.36	6.75	4.59	5.3	1.94
ENSDARG00000060600	23.71	23.66	24.97	25.8	29.13	14.73
ENSDARG00000060601	60.44	28.88	31.41	48.76	44.31	85.48
ENSDARG00000060609	0.32	0	2.65	0.37	0.03	0
ENSDARG00000060610	32.41	22.92	22.62	34.03	40.64	19.71
ENSDARG00000060618	87.31	46.14	50.93	53.37	59.83	104.53
ENSDARG00000060620	4.86	3.91	3.98	2.24	4.28	5.68
ENSDARG00000060622	0.05	0.86	0.28	0	0	0
ENSDARG00000060626	14.37	35.76	26.73	20.15	17.96	22.47
ENSDARG00000060627	0.74	0.89	1.61	0.55	0.37	1.83
ENSDARG00000060633	10.64	7.9	12.6	10.62	9.07	12.83
ENSDARG00000060637	6.69	4.95	5.16	8.25	9.89	2.03
ENSDARG00000060638	3.96	4.79	2.96	5.69	3.46	1.31
ENSDARG00000060639	159.38	120.54	98.25	150.54	215.73	135.76
ENSDARG00000060641	15.23	3.71	7.62	5.37	8.05	2.85
ENSDARG00000060645	14.39	9.68	10.48	13.04	13.3	13.82
ENSDARG00000060646	11.97	16.29	10.52	17.86	13.94	14.69
ENSDARG00000060655	0.55	0	0.85	0	0.04	0
ENSDARG00000060656	14.8	25.83	14.88	32.43	24.97	12.53
ENSDARG00000060661	126.57	118.21	118.68	124.52	185.04	88.04
ENSDARG00000060662	2.33	5.1	0.65	0.45	1.25	0
ENSDARG00000060668	5.78	3.43	2.05	2.1	2.33	1.14
ENSDARG00000060678	8.1	15.97	14.35	13.52	27.44	6.13
ENSDARG00000060679	85.69	70.21	68.26	78.48	80.15	87.52
ENSDARG00000060680	40.24	32.49	32.14	37.51	50.58	22.25
ENSDARG00000060682	40.19	6.12	74.65	0.22	0	0
ENSDARG00000060683	28.94	18.7	23.93	24.01	25.77	17.23
ENSDARG00000060687	35.26	35.53	32.29	36.47	34.78	45.42
ENSDARG00000060688	2.16	4.81	2.39	2.68	2.27	0.82
ENSDARG00000060695	91.66	67.1	80.41	76.34	83.26	89.37
ENSDARG00000060697	27.21	13.32	23.1	15.93	17.81	29.59
ENSDARG00000060702	0.97	2.07	0.71	1.79	2.53	0.89
ENSDARG00000060705	13.13	10.32	9.46	14.48	14.28	16.33
ENSDARG00000060707	3.52	4.93	2.32	3.34	2.63	1.68
ENSDARG00000060711	199.37	34.09	60.58	65.94	62.38	216.55
ENSDARG00000060716	5.43	4.42	4.82	3.88	3.36	3.75
ENSDARG00000060723	77.89	88.98	74.01	89.92	85.23	53.85
ENSDARG00000060725	26.54	26.61	24.55	26.08	34.64	24.01
ENSDARG00000060729	55.98	72.66	62.6	79.88	89.56	54.56
ENSDARG00000060734	28.67	32.84	32.59	28.54	42.94	23.09
ENSDARG00000060734	5.84	4.39	0.88	6.22	1.04	0
ENSDARG00000060741	1.34	11	7.53	10.94	8.32	0.07
ENSDARG00000060745	0.71	1.81	0.34	1.54	1.75	0
ENSDARG00000060748	11.16	12.35	8.63	15.34	9.93	9.11
ENSDARG00000060751	22.36	27.95	22.83	42.97	43.59	31.25
ENSDARG00000060753	4.63	4.31	3.63	5.99	4.11	3.24
ENSDARG00000060756	6.24	7.03	6.16	4.83	7.21	2.95
ENSDARG00000060758	0.67	0.73	0.22	1.86	1.18	0.85
ENSDARG00000060766	6.38	5.62	3.41	3.37	3.27	1.75
ENSDARG00000060767	91.92	86.65	90.63	86.93	111.13	78.41
ENSDARG00000060768	8	5.64	10.41	4.95	5.76	3.13
ENSDARG00000060771	34.41	43.67	33.59	36.4	42.85	22.1
ENSDARG00000060783	15.23	10.84	9.14	6.09	11.13	3.73
ENSDARG00000060785	11.64	11.37	9.25	14.94	13.6	15.18
ENSDARG00000060788	0.39	0.37	0.56	0	0.74	0.1
ENSDARG00000060796	73.84	47.32	52.47	60.79	52.61	66.41
ENSDARG00000060797	0	0.69	2.36	0.76	0	0.17
ENSDARG00000060805	12.69	23.53	21.19	26.3	22.24	10.14
ENSDARG00000060808	3.56	2.5	0.97	2.28	1.92	0.33
ENSDARG00000060813	5.83	5.45	5.32	9.04	7.42	4.16
ENSDARG00000060829	31.14	35.75	11.43	20.61	22.62	5.08
ENSDARG00000060830	18.45	7.89	45.39	3.2	4.52	1.81
ENSDARG00000060835	23.28	17.94	15.68	19.15	21.03	11.03
ENSDARG00000060838	1.16	1.53	3.14	0	0	0
ENSDARG00000060841	20.81	26.82	27.7	15.66	15.9	7.24
ENSDARG00000060845	2.03	4.07	5.07	1.69	2.12	1.15
ENSDARG00000060846	8.38	10.01	7.12	17.99	14.14	8.23
ENSDARG00000060847	15.74	12.49	15.7	14.45	16.8	17.38
ENSDARG00000060853	148.77	149.46	145.68	164.37	191.21	123.88
ENSDARG00000060854	108.76	94.82	60.47	61.63	79.64	23.6
ENSDARG00000060860	1.1	1.42	1.54	0.7	1.08	2.38
ENSDARG00000060861	9.65	9.86	8.47	9.4	11.42	8.93
ENSDARG00000060862	36.5	18.98	24.7	22.9	37.33	27.18
ENSDARG00000060865	24.36	9.91	11.37	9.86	17.99	19.86
ENSDARG00000060868	13.44	14.53	16.37	15.99	18.04	19.3
ENSDARG00000060871	0.78	1.5	3.04	1.88	1.83	0.42
ENSDARG00000060875	37.12	19.43	26.5	19.33	33.26	41.05
ENSDARG00000060877	15.02	12.13	9.12	18.31	17.33	4.31
ENSDARG00000060879	0.25	0	0	0.22	0	0
ENSDARG00000060884	0.7	5.58	0.19	2.29	1.41	0
ENSDARG00000060885	28.18	19.3	20.45	22.76	29.52	26.21
ENSDARG00000060889	5.52	7.6	5.43	2.62	4.79	3.62
ENSDARG00000060893	4.9	2.14	3.11	2.32	4.1	0
ENSDARG00000060900	8.59	16.67	12.55	17.92	15.9	8.26
ENSDARG00000060901	16.55	17.84	16.75	18.37	16.28	7.31
ENSDARG00000060911	39.39	38.41	32.46	39.39	52.36	38.25
ENSDARG00000060915	63.74	65.73	39.35	68.11	60.18	32.93
ENSDARG00000060917	2.45	2.34	12.22	0.72	2.64	0.32
ENSDARG00000060921	17.02	23.56	12.03	16.79	18.35	13.16
ENSDARG00000060922	33.4	35.84	32.88	37.54	42.07	42.98
ENSDARG00000060925	46.44	15.74	25.03	15.54	24.43	44.32
ENSDARG00000060926	21.47	20.35	31.18	24.97	34.84	13.87
ENSDARG00000060927	4.68	5.28	5.16	9.5	8.74	2.61
ENSDARG00000060929	40.64	72.3	43.19	76.1	89.15	52.55
ENSDARG00000060933	1.48	0.58	3.5	0.45	2.38	1.41
ENSDARG00000060937	16.44	18.47	13.7	22.56	24.9	20.74
ENSDARG00000060941	11.43	10.29	11	9.1	10.35	1.06
ENSDARG00000060944	4.72	3.45	6.14	2.26	2.72	2.73
ENSDARG00000060946	11.83	12.75	6.22	10.64	7.19	8.25
ENSDARG00000060948	41.62	39.78	28.78	58.79	51.42	52.54
ENSDARG00000060951	5.81	5.34	4.92	3.94	4.22	9.11
ENSDARG00000060953	0.13	0.56	0.25	0	1.11	0
ENSDARG00000060954	30.83	36.89	29.45	33.04	38.07	39.36
ENSDARG00000060962	2.46	3.44	4.67	0.82	1.76	0.95
ENSDARG00000060977	141.63	66.63	60.25	52.89	93.19	113.4
ENSDARG00000060978	148.57	64.52	71.05	84.09	97.17	82.06
ENSDARG00000060980	6.15	2.26	22.31	0	0	0
ENSDARG00000060983	4.11	5.67	5.22	5.09	3.62	10.24
ENSDARG00000060987	23.64	26.01	19.04	29.63	25.85	28.5
ENSDARG00000060991	20.37	20.74	18.24	17.79	22.67	16.76
ENSDARG00000060992	4.32	5.58	5.35	5.32	5.58	5.43
ENSDARG00000060994	40.77	38.78	37.51	64.62	48.27	49.38
ENSDARG00000061000	5.14	6.69	4.51	9.19	17.24	2.45
ENSDARG00000061004	18.93	21.06	17.84	18.12	16.02	26.22
ENSDARG00000061006	37.79	36.97	24.99	36.75	29.05	29.76
ENSDARG00000061011	106.93	129.52	71.66	143.41	56.19	6.9
ENSDARG00000061013	24.1	28.55	29.32	27.83	27.33	19.8
ENSDARG00000061014	13.37	11.88	6.65	15.13	11.42	3.56
ENSDARG00000061017	33.05	23.11	34.52	34.75	30.39	25.99
ENSDARG00000061020	23.2	23.94	19.76	31.47	28.82	32.44
ENSDARG00000061021	3.98	4.4	11.84	3.9	1.55	0.04
ENSDARG00000061023	29.39	29.6	27.39	28.33	34.14	38.43
ENSDARG00000061024	31.56	35.91	30.16	32.96	40.09	27.94
ENSDARG00000061030	24.16	19.06	32.75	22.89	25.35	14.12
ENSDARG00000061031	105.67	95.67	111.01	138.67	140.5	20.5
ENSDARG00000061039	1.56	3.48	2.13	0.97	1.8	1.56
ENSDARG00000061040	12.13	11.76	16.11	9.69	12.46	7.59
ENSDARG00000061042	27.1	14.66	15.21	19.95	31.31	19.58
ENSDARG00000061044	0	0.71	0	0	0.14	0.07
ENSDARG00000061047	42.15	19.76	17.33	21.49	30.88	14.43
ENSDARG00000061048	39.49	39.31	40.51	52.67	52.88	48.37
ENSDARG00000061049	0	0	0	0	0	0.47
ENSDARG00000061051	11.51	23.39	12.05	26.72	26.73	12.56
ENSDARG00000061052	31.53	22.87	27.53	31.7	37.54	33.34
ENSDARG00000061057	52.39	57.4	37.45	81.05	90.28	61.26
ENSDARG00000061061	9.73	18.32	12.79	16.35	13.38	10.68
ENSDARG00000061062	15.88	12.59	12.09	16.03	13.67	14.01
ENSDARG00000061066	119.18	60.59	57.27	76.58	75.17	145.31
ENSDARG00000061070	1.37	0.49	0.7	0.26	0.85	0
ENSDARG00000061081	13.2	47.63	19.56	58.11	58.38	8.41
ENSDARG00000061091	4.66	5.98	4.72	5.35	4.62	7.88
ENSDARG00000061093	17.94	22.2	8.28	9.31	12.33	9.01
ENSDARG00000061095	1.24	1.99	2.9	2.41	1.16	1.75
ENSDARG00000061096	2.36	1.62	1.5	2.54	1.24	4.44
ENSDARG00000061099	38.87	36.52	28.51	31.07	37.42	11.77
ENSDARG00000061100	145.31	138.84	226.73	174.16	267.62	144.87
ENSDARG00000061101	0.39	0.66	0.37	1.07	0.1	0.6
ENSDARG00000061103	0	0	0	0	0	0.11
ENSDARG00000061108	36.36	24.76	30.1	33.98	38.05	47.95
ENSDARG00000061110	9.81	12.97	11.86	11.41	15.27	4.22
ENSDARG00000061114	24.15	21.72	26.56	19.99	19.31	17.38
ENSDARG00000061120	0.62	8.15	2.19	0.49	4.48	3.71
ENSDARG00000061121	94.29	104.49	83.73	164.93	193.26	111.61
ENSDARG00000061124	37.69	53.64	36.1	53.14	42.96	43.21
ENSDARG00000061131	67.34	40.58	35.5	46.49	48.9	40.11
ENSDARG00000061138	14.59	16.7	11.88	22.17	17.76	27
ENSDARG00000061140	5.98	4.99	3.96	4.77	3.12	2.41
ENSDARG00000061143	26.31	27.31	17.41	32.8	31.96	35.3
ENSDARG00000061145	19.2	17.49	10.66	22.87	18.37	20.31
ENSDARG00000061147	21.03	15.08	14.56	16.16	20.35	23.86
ENSDARG00000061149	0	0	0	0	0	0
ENSDARG00000061159	32.25	23.85	30.08	29.76	32.78	36.86
ENSDARG00000061161	2.04	1.27	0.99	1.68	0.81	2.23
ENSDARG00000061165	0.77	5.71	2.33	1.26	3.86	0.78
ENSDARG00000061168	10.21	8.85	9.51	9.25	12.62	10.64
ENSDARG00000061169	19.13	17.17	51.98	11.33	13.02	11.92
ENSDARG00000061173	9.42	6.51	42.72	0.88	1.71	1.62
ENSDARG00000061174	18.49	18.28	20.35	17.18	17.47	20.87
ENSDARG00000061177	5.48	15.1	15.8	1.75	4.15	2.93
ENSDARG00000061180	44.86	48.09	27.81	49.66	49.41	41.14
ENSDARG00000061185	34.84	37.13	22.58	29.46	29.23	33.24
ENSDARG00000061187	165.48	193.02	190.11	204.21	213.5	188.35
